Year,Country of Origin (ISO),Country of Origin,Country of Asylum,Country of Asylum (ISO),Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2006,IRQ,Iraq,JOR,Jordan,CAN,Canada,19
2006,SOM,Somalia,LEB,Lebanon,AUS,Australia,5
2006,IRQ,Iraq,SYR,Syrian Arab Rep.,USA,United States of America,24
2006,SUD,Sudan,ARE,Egypt,NLD,Netherlands,9
2006,All others,All others,All others,All others,NLD,Netherlands,200
2006,AFG,Afghanistan,SYR,Syrian Arab Rep.,SWE,Sweden,14
2006,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,3
2006,ERT,Eritrea,SAU,Saudi Arabia,AUS,Australia,28
2006,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,USA,United States of America,72
2006,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,5
2006,SOM,Somalia,YEM,Yemen,NOR,Norway,3
2006,SOM,Somalia,SAU,Saudi Arabia,CAN,Canada,4
2006,SUD,Sudan,SYR,Syrian Arab Rep.,NLD,Netherlands,3
2006,All others,All others,All others,All others,CAN,Canada,1770
2007,ERT,Eritrea,SYR,Syrian Arab Rep.,AUS,Australia,7
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,USA,United States of America,5420
2007,SUD,Sudan,LEB,Lebanon,USA,United States of America,3
2007,IRQ,Iraq,UAE,United Arab Emirates,DNK,Denmark,4
2007,IRQ,Iraq,MOR,Morocco,NLD,Netherlands,7
2007,All others,All others,All others,All others,CHL,Chile,119
2007,ERT,Eritrea,SAU,Saudi Arabia,AUS,Australia,22
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,886
2007,All others,All others,All others,All others,NZL,New Zealand,327
2007,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,4
2007,IRQ,Iraq,YEM,Yemen,SWE,Sweden,11
2007,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,2
2007,AFG,Afghanistan,KUW,Kuwait,AUS,Australia,5
2007,SOM,Somalia,SYR,Syrian Arab Rep.,USA,United States of America,17
2007,All others,All others,All others,All others,CZE,Czechia,9
2007,SOM,Somalia,SYR,Syrian Arab Rep.,NOR,Norway,2
2007,SUD,Sudan,SYR,Syrian Arab Rep.,USA,United States of America,1
2007,All others,All others,All others,All others,PRT,Portugal,41
2007,COD,Dem. Rep. of the Congo,ALG,Algeria,FIN,Finland,52
2007,IRQ,Iraq,ARE,Egypt,NOR,Norway,6
2007,SOM,Somalia,JOR,Jordan,USA,United States of America,4
2007,IRQ,Iraq,JOR,Jordan,DNK,Denmark,38
2007,SUD,Sudan,SYR,Syrian Arab Rep.,SWE,Sweden,1
2007,All others,All others,All others,All others,DEU,Germany,2
2007,ERT,Eritrea,SAU,Saudi Arabia,FIN,Finland,3
2007,SUD,Sudan,ARE,Egypt,AUS,Australia,10
2007,IRQ,Iraq,LEB,Lebanon,NZL,New Zealand,6
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,FIN,Finland,211
2007,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,18
2007,SOM,Somalia,SYR,Syrian Arab Rep.,AUS,Australia,6
2007,All others,All others,All others,All others,SWE,Sweden,573
2007,ERT,Eritrea,ALG,Algeria,SWE,Sweden,1
2007,SOM,Somalia,SYR,Syrian Arab Rep.,IRL,Ireland,1
2007,IRQ,Iraq,KUW,Kuwait,USA,United States of America,72
2007,ERT,Eritrea,LBY,Libya,NLD,Netherlands,1
2007,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,3
2007,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,217
2007,IRQ,Iraq,ARE,Egypt,CAN,Canada,47
2007,SOM,Somalia,ARE,Egypt,NLD,Netherlands,1
2007,IRQ,Iraq,LBY,Libya,DNK,Denmark,5
2007,All others,All others,All others,All others,DNK,Denmark,107
2007,COD,Dem. Rep. of the Congo,MOR,Morocco,NLD,Netherlands,37
2007,IRQ,Iraq,LEB,Lebanon,USA,United States of America,762
2007,SUD,Sudan,KUW,Kuwait,USA,United States of America,1
2007,SYR,Syrian Arab Rep.,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,8
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,47
2007,All others,All others,All others,All others,USA,United States of America,15264
2007,SOM,Somalia,ARE,Egypt,CAN,Canada,39
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,660
2007,All others,All others,All others,All others,ARG,Argentina,153
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,NZL,New Zealand,169
2007,SUD,Sudan,LEB,Lebanon,SWE,Sweden,3
2007,IRQ,Iraq,SAU,Saudi Arabia,USA,United States of America,6
2007,SOM,Somalia,YEM,Yemen,GBR,United Kingdom of Great Britain and Northern Ireland,5
2007,SOM,Somalia,YEM,Yemen,USA,United States of America,234
2007,ERT,Eritrea,LBY,Libya,CAN,Canada,19
2007,SUD,Sudan,UAE,United Arab Emirates,USA,United States of America,14
2007,IRQ,Iraq,LEB,Lebanon,DNK,Denmark,12
2007,SOM,Somalia,JOR,Jordan,AUS,Australia,20
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,176
2007,All others,All others,All others,All others,FIN,Finland,252
2007,COD,Dem. Rep. of the Congo,ALG,Algeria,NOR,Norway,46
2007,SOM,Somalia,SYR,Syrian Arab Rep.,SWE,Sweden,6
2007,All others,All others,All others,All others,AUS,Australia,1185
2007,IRQ,Iraq,JOR,Jordan,IRL,Ireland,5
2007,IRQ,Iraq,LBY,Libya,IRL,Ireland,5
2007,SOM,Somalia,JOR,Jordan,CAN,Canada,10
2007,IRQ,Iraq,JOR,Jordan,BRA,Brazil,4
2007,AFG,Afghanistan,LEB,Lebanon,AUS,Australia,3
2007,All others,All others,All others,All others,FRA,France,20
2007,ERT,Eritrea,SAU,Saudi Arabia,NLD,Netherlands,3
2007,IRQ,Iraq,JOR,Jordan,NZL,New Zealand,39
2007,IRQ,Iraq,UAE,United Arab Emirates,USA,United States of America,78
2007,All others,All others,All others,All others,AUT,Austria,1
2007,SOM,Somalia,SYR,Syrian Arab Rep.,NLD,Netherlands,1
2007,IRQ,Iraq,YEM,Yemen,USA,United States of America,61
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,IRL,Ireland,9
2007,IRQ,Iraq,UAE,United Arab Emirates,AUS,Australia,6
2007,IRQ,Iraq,LEB,Lebanon,NOR,Norway,2
2007,IRQ,Iraq,JOR,Jordan,NOR,Norway,27
2007,ERT,Eritrea,LBY,Libya,DEU,Germany,1
2007,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,173
2007,ERT,Eritrea,SAU,Saudi Arabia,NOR,Norway,7
2007,SYR,Syrian Arab Rep.,LEB,Lebanon,SWE,Sweden,1
2007,SOM,Somalia,ARE,Egypt,USA,United States of America,75
2007,ERT,Eritrea,LBY,Libya,ITA,Italy,40
2007,ERT,Eritrea,BAH,Bahrain,CAN,Canada,1
2007,IRQ,Iraq,JOR,Jordan,NLD,Netherlands,49
2007,All others,All others,All others,All others,BEL,Belgium,4
2007,COD,Dem. Rep. of the Congo,MOR,Morocco,USA,United States of America,3
2007,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,14
2007,IRQ,Iraq,JOR,Jordan,SWE,Sweden,451
2007,ERT,Eritrea,YEM,Yemen,CAN,Canada,1
2007,IRQ,Iraq,ARE,Egypt,USA,United States of America,278
2007,SUD,Sudan,JOR,Jordan,USA,United States of America,3
2007,All others,All others,All others,All others,IRL,Ireland,34
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,159
2007,IRQ,Iraq,LEB,Lebanon,AUS,Australia,330
2007,SOM,Somalia,YEM,Yemen,CAN,Canada,87
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,DNK,Denmark,5
2007,SUD,Sudan,SYR,Syrian Arab Rep.,AUS,Australia,1
2007,SOM,Somalia,LEB,Lebanon,USA,United States of America,5
2007,ERT,Eritrea,LBY,Libya,SWE,Sweden,1
2007,ERT,Eritrea,SAU,Saudi Arabia,USA,United States of America,2
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,37
2007,All others,All others,All others,All others,BRA,Brazil,110
2007,AFG,Afghanistan,SYR,Syrian Arab Rep.,AUS,Australia,1
2007,SUD,Sudan,ARE,Egypt,CAN,Canada,20
2007,IRQ,Iraq,JOR,Jordan,ESP,Spain,5
2007,All others,All others,All others,All others,ISL,Iceland,43
2007,ERT,Eritrea,ARE,Egypt,CAN,Canada,3
2007,SUD,Sudan,LEB,Lebanon,AUS,Australia,9
2007,ERT,Eritrea,BAH,Bahrain,USA,United States of America,1
2007,COD,Dem. Rep. of the Congo,ALG,Algeria,NZL,New Zealand,3
2007,All others,All others,All others,All others,CAN,Canada,2121
2007,All others,All others,All others,All others,NLD,Netherlands,350
2007,IRQ,Iraq,ARE,Egypt,NLD,Netherlands,2
2007,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,238
2007,SOM,Somalia,YEM,Yemen,NZL,New Zealand,13
2007,SUD,Sudan,JOR,Jordan,SWE,Sweden,1
2007,IRQ,Iraq,JOR,Jordan,AUS,Australia,519
2007,IRQ,Iraq,SYR,Syrian Arab Rep.,FRA,France,4
2007,SOM,Somalia,SYR,Syrian Arab Rep.,CAN,Canada,29
2007,SOM,Somalia,SYR,Syrian Arab Rep.,DNK,Denmark,1
2007,All others,All others,All others,All others,CHE,Switzerland,7
2007,SUD,Sudan,ARE,Egypt,USA,United States of America,71
2007,IRQ,Iraq,JOR,Jordan,FIN,Finland,4
2007,IRQ,Iraq,JOR,Jordan,CAN,Canada,574
2007,SOM,Somalia,LEB,Lebanon,AUS,Australia,3
2007,All others,All others,All others,All others,NOR,Norway,378
2007,IRQ,Iraq,JOR,Jordan,USA,United States of America,5930
2007,IRQ,Iraq,LEB,Lebanon,CAN,Canada,153
2008,All others,All others,All others,All others,CHL,Chile,145
2008,IRQ,Iraq,JOR,Jordan,AUS,Australia,424
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,FRA,France,98
2008,SOM,Somalia,JOR,Jordan,FRA,France,2
2008,SOM,Somalia,SYR,Syrian Arab Rep.,CAN,Canada,47
2008,SOM,Somalia,YEM,Yemen,NOR,Norway,2
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,LIE,Liechtenstein,4
2008,SUD,Sudan,ARE,Egypt,USA,United States of America,70
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,PRT,Portugal,5
2008,ERT,Eritrea,LBY,Libya,NOR,Norway,11
2008,All others,All others,All others,All others,SWE,Sweden,658
2008,IRQ,Iraq,JOR,Jordan,CAN,Canada,690
2008,IRQ,Iraq,JOR,Jordan,USA,United States of America,7242
2008,IRQ,Iraq,LEB,Lebanon,CAN,Canada,119
2008,SOM,Somalia,YEM,Yemen,SWE,Sweden,13
2008,All others,All others,All others,All others,DEU,Germany,2
2008,ERT,Eritrea,ARE,Egypt,AUS,Australia,4
2008,IRQ,Iraq,ARE,Egypt,SWE,Sweden,6
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,USA,United States of America,9917
2008,SUD,Sudan,LEB,Lebanon,USA,United States of America,35
2008,IRQ,Iraq,UAE,United Arab Emirates,DNK,Denmark,3
2008,IRQ,Iraq,MOR,Morocco,NOR,Norway,5
2008,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,64
2008,SOM,Somalia,IRQ,Iraq,SWE,Sweden,2
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,LUX,Luxembourg,17
2008,ERT,Eritrea,LBY,Libya,CHE,Switzerland,3
2008,IRQ,Iraq,ARE,Egypt,FIN,Finland,1
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,902
2008,ERT,Eritrea,SAU,Saudi Arabia,SWE,Sweden,28
2008,IRQ,Iraq,YEM,Yemen,SWE,Sweden,7
2008,All others,All others,All others,All others,DNK,Denmark,286
2008,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,58
2008,AFG,Afghanistan,KUW,Kuwait,USA,United States of America,5
2008,SOM,Somalia,SYR,Syrian Arab Rep.,USA,United States of America,72
2008,SOM,Somalia,SYR,Syrian Arab Rep.,NOR,Norway,12
2008,SOM,Somalia,UAE,United Arab Emirates,USA,United States of America,2
2008,SUD,Sudan,SYR,Syrian Arab Rep.,USA,United States of America,10
2008,SOM,Somalia,JOR,Jordan,USA,United States of America,70
2008,SUD,Sudan,ARE,Egypt,SWE,Sweden,9
2008,ERT,Eritrea,SYR,Syrian Arab Rep.,USA,United States of America,1
2008,IRQ,Iraq,KUW,Kuwait,FIN,Finland,3
2008,IRQ,Iraq,YEM,Yemen,GBR,United Kingdom of Great Britain and Northern Ireland,2
2008,COD,Dem. Rep. of the Congo,MOR,Morocco,SWE,Sweden,54
2008,IRQ,Iraq,ARE,Egypt,NOR,Norway,14
2008,All others,All others,All others,All others,FIN,Finland,95
2008,IRQ,Iraq,JOR,Jordan,DNK,Denmark,5
2008,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,5
2008,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,6
2008,IRQ,Iraq,JOR,Jordan,FRA,France,164
2008,SUD,Sudan,ARE,Egypt,AUS,Australia,50
2008,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,CAN,Canada,2
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,FIN,Finland,410
2008,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,2
2008,SOM,Somalia,SYR,Syrian Arab Rep.,AUS,Australia,6
2008,IRQ,Iraq,KUW,Kuwait,USA,United States of America,45
2008,ERT,Eritrea,LBY,Libya,NLD,Netherlands,22
2008,All others,All others,All others,All others,FRA,France,145
2008,ERT,Eritrea,UAE,United Arab Emirates,USA,United States of America,1
2008,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,1
2008,All others,All others,All others,All others,USA,United States of America,24587
2008,SOM,Somalia,SYR,Syrian Arab Rep.,FIN,Finland,1
2008,AFG,Afghanistan,SYR,Syrian Arab Rep.,CAN,Canada,2
2008,IRQ,Iraq,LEB,Lebanon,USA,United States of America,3349
2008,SUD,Sudan,JOR,Jordan,CAN,Canada,1
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,240
2008,All others,All others,All others,All others,ARG,Argentina,109
2008,SOM,Somalia,ARE,Egypt,CAN,Canada,22
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,1598
2008,ERT,Eritrea,LBY,Libya,CAN,Canada,19
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,NZL,New Zealand,111
2008,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,23
2008,SUD,Sudan,LEB,Lebanon,SWE,Sweden,1
2008,SOM,Somalia,YEM,Yemen,USA,United States of America,181
2008,SUD,Sudan,UAE,United Arab Emirates,USA,United States of America,3
2008,IRQ,Iraq,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,4
2008,IRQ,Iraq,LEB,Lebanon,DNK,Denmark,8
2008,SYR,Syrian Arab Rep.,IRQ,Iraq,NOR,Norway,1
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,40
2008,IRQ,Iraq,MOR,Morocco,FIN,Finland,5
2008,All others,All others,All others,All others,AUS,Australia,1539
2008,SOM,Somalia,SYR,Syrian Arab Rep.,SWE,Sweden,2
2008,IRQ,Iraq,OMN,Oman,DNK,Denmark,3
2008,All others,All others,All others,All others,IRL,Ireland,31
2008,IRQ,Iraq,JOR,Jordan,IRL,Ireland,12
2008,SOM,Somalia,JOR,Jordan,CAN,Canada,1
2008,IRQ,Iraq,LEB,Lebanon,FRA,France,40
2008,IRQ,Iraq,JOR,Jordan,NZL,New Zealand,16
2008,IRQ,Iraq,KUW,Kuwait,NOR,Norway,3
2008,All others,All others,All others,All others,BEL,Belgium,6
2008,IRQ,Iraq,UAE,United Arab Emirates,USA,United States of America,65
2008,IRQ,Iraq,YEM,Yemen,USA,United States of America,133
2008,All others,All others,All others,All others,KOR,Rep. of Korea,31
2008,ERT,Eritrea,SAU,Saudi Arabia,NOR,Norway,28
2008,SOM,Somalia,ARE,Egypt,AUS,Australia,2
2008,SYR,Syrian Arab Rep.,IRQ,Iraq,SWE,Sweden,1
2008,IRQ,Iraq,LEB,Lebanon,NOR,Norway,5
2008,SOM,Somalia,SYR,Syrian Arab Rep.,FRA,France,6
2008,IRQ,Iraq,JOR,Jordan,NOR,Norway,10
2008,IRQ,Iraq,YEM,Yemen,CAN,Canada,5
2008,ERT,Eritrea,YEM,Yemen,SWE,Sweden,2
2008,SOM,Somalia,ARE,Egypt,USA,United States of America,27
2008,ERT,Eritrea,LBY,Libya,ITA,Italy,58
2008,All others,All others,All others,All others,BRA,Brazil,75
2008,IRQ,Iraq,JOR,Jordan,NLD,Netherlands,114
2008,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,13
2008,IRQ,Iraq,JOR,Jordan,SWE,Sweden,41
2008,All others,All others,All others,All others,NLD,Netherlands,306
2008,ERT,Eritrea,YEM,Yemen,CAN,Canada,1
2008,IRQ,Iraq,ARE,Egypt,USA,United States of America,433
2008,SUD,Sudan,JOR,Jordan,USA,United States of America,3
2008,SOM,Somalia,SYR,Syrian Arab Rep.,NZL,New Zealand,4
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,289
2008,IRQ,Iraq,LEB,Lebanon,AUS,Australia,182
2008,SOM,Somalia,YEM,Yemen,CAN,Canada,260
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,DNK,Denmark,12
2008,SOM,Somalia,LEB,Lebanon,USA,United States of America,23
2008,ERT,Eritrea,LBY,Libya,SWE,Sweden,58
2008,IRQ,Iraq,YEM,Yemen,NOR,Norway,4
2008,All others,All others,All others,All others,CAN,Canada,2471
2008,SUD,Sudan,LEB,Lebanon,NZL,New Zealand,2
2008,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,69
2008,SUD,Sudan,ARE,Egypt,CAN,Canada,1
2008,All others,All others,All others,All others,NOR,Norway,387
2008,IRQ,Iraq,ARE,Egypt,CAN,Canada,101
2008,ERT,Eritrea,LBY,Libya,ESP,Spain,60
2008,ERT,Eritrea,ARE,Egypt,CAN,Canada,106
2008,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,3
2008,IRQ,Iraq,BAH,Bahrain,USA,United States of America,46
2008,All others,All others,All others,All others,CHE,Switzerland,4
2008,ERT,Eritrea,YEM,Yemen,USA,United States of America,10
2008,All others,All others,All others,All others,NZL,New Zealand,314
2008,IRQ,Iraq,YEM,Yemen,FIN,Finland,1
2008,IRQ,Iraq,JOR,Jordan,CHE,Switzerland,5
2008,ERT,Eritrea,ARE,Egypt,USA,United States of America,3
2008,IRQ,Iraq,ARE,Egypt,NLD,Netherlands,4
2008,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,678
2009,SUD,Sudan,ARE,Egypt,NLD,Netherlands,1
2009,ERT,Eritrea,YEM,Yemen,USA,United States of America,6
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,DEU,Germany,2938
2009,SOM,Somalia,SYR,Syrian Arab Rep.,DNK,Denmark,1
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,NOR,Norway,1
2009,All others,All others,All others,All others,CHL,Chile,65
2009,IRQ,Iraq,JOR,Jordan,FIN,Finland,142
2009,SOM,Somalia,LEB,Lebanon,AUS,Australia,3
2009,All others,All others,All others,All others,PRT,Portugal,16
2009,IRQ,Iraq,JOR,Jordan,CHE,Switzerland,14
2009,ERT,Eritrea,ARE,Egypt,USA,United States of America,30
2009,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,682
2009,ERT,Eritrea,YEM,Yemen,NOR,Norway,4
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,DEU,Germany,4
2009,IRQ,Iraq,JOR,Jordan,AUS,Australia,583
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,FRA,France,26
2009,SOM,Somalia,SYR,Syrian Arab Rep.,CAN,Canada,114
2009,SOM,Somalia,YEM,Yemen,NOR,Norway,8
2009,IRQ,Iraq,JOR,Jordan,BEL,Belgium,14
2009,All others,All others,All others,All others,CZE,Czechia,2
2009,SUD,Sudan,ARE,Egypt,USA,United States of America,82
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,PRT,Portugal,11
2009,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,4
2009,IRQ,Iraq,JOR,Jordan,CAN,Canada,503
2009,All others,All others,All others,All others,SWE,Sweden,346
2009,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,3
2009,IRQ,Iraq,JOR,Jordan,USA,United States of America,5511
2009,IRQ,Iraq,LEB,Lebanon,CAN,Canada,186
2009,SOM,Somalia,YEM,Yemen,SWE,Sweden,21
2009,SUD,Sudan,JOR,Jordan,AUS,Australia,1
2009,IRQ,Iraq,ISR,Israel,ESP,Spain,1
2009,SUD,Sudan,KUW,Kuwait,CAN,Canada,1
2009,ERT,Eritrea,ARE,Egypt,AUS,Australia,33
2009,IRQ,Iraq,ARE,Egypt,SWE,Sweden,1
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,USA,United States of America,12064
2009,SUD,Sudan,LEB,Lebanon,USA,United States of America,22
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,287
2009,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,103
2009,SOM,Somalia,ARE,Egypt,SWE,Sweden,7
2009,SUD,Sudan,ISR,Israel,USA,United States of America,16
2009,IRQ,Iraq,LBY,Libya,CHE,Switzerland,2
2009,SOM,Somalia,IRQ,Iraq,USA,United States of America,2
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,LUX,Luxembourg,19
2009,ERT,Eritrea,LBY,Libya,CHE,Switzerland,1
2009,All others,All others,All others,All others,DEU,Germany,3
2009,All others,All others,All others,All others,URY,Uruguay,24
2009,IRQ,Iraq,ISR,Israel,USA,United States of America,4
2009,IRQ,Iraq,YEM,Yemen,SWE,Sweden,1
2009,ERT,Eritrea,SYR,Syrian Arab Rep.,CAN,Canada,4
2009,SUD,Sudan,SYR,Syrian Arab Rep.,SWE,Sweden,9
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,FIN,Finland,4
2009,SUD,Sudan,SYR,Syrian Arab Rep.,USA,United States of America,26
2009,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,9
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,SWE,Sweden,1
2009,SOM,Somalia,SYR,Syrian Arab Rep.,USA,United States of America,100
2009,All others,All others,All others,All others,DNK,Denmark,338
2009,SOM,Somalia,SYR,Syrian Arab Rep.,NOR,Norway,8
2009,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,1
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,CAN,Canada,3
2009,SOM,Somalia,JOR,Jordan,USA,United States of America,142
2009,SUD,Sudan,ARE,Egypt,SWE,Sweden,3
2009,ERT,Eritrea,SYR,Syrian Arab Rep.,USA,United States of America,11
2009,All others,All others,All others,All others,USA,United States of America,22409
2009,IRQ,Iraq,YEM,Yemen,GBR,United Kingdom of Great Britain and Northern Ireland,5
2009,COD,Dem. Rep. of the Congo,MOR,Morocco,SWE,Sweden,1
2009,ERT,Eritrea,ARE,Egypt,SWE,Sweden,1
2009,IRQ,Iraq,JOR,Jordan,DNK,Denmark,8
2009,SUD,Sudan,ISR,Israel,NOR,Norway,1
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,CHE,Switzerland,21
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,1
2009,SOM,Somalia,SYR,Syrian Arab Rep.,SWE,Sweden,11
2009,SOM,Somalia,ARE,Egypt,NLD,Netherlands,3
2009,SUD,Sudan,ARE,Egypt,AUS,Australia,44
2009,All others,All others,All others,All others,FIN,Finland,76
2009,AFG,Afghanistan,UAE,United Arab Emirates,USA,United States of America,2
2009,IRQ,Iraq,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,2
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,FIN,Finland,332
2009,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,5
2009,ERT,Eritrea,JOR,Jordan,NOR,Norway,8
2009,ERT,Eritrea,LBY,Libya,GBR,United Kingdom of Great Britain and Northern Ireland,3
2009,IRQ,Iraq,JOR,Jordan,DEU,Germany,644
2009,SOM,Somalia,ARE,Egypt,DNK,Denmark,2
2009,COD,Dem. Rep. of the Congo,ARE,Egypt,SWE,Sweden,1
2009,All others,All others,All others,All others,ARG,Argentina,36
2009,IRQ,Iraq,KUW,Kuwait,USA,United States of America,61
2009,COD,Dem. Rep. of the Congo,MOR,Morocco,DNK,Denmark,4
2009,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,1
2009,IRQ,Iraq,LEB,Lebanon,CHE,Switzerland,3
2009,IRQ,Iraq,JOR,Jordan,LUX,Luxembourg,3
2009,All others,All others,All others,All others,FRA,France,91
2009,AFG,Afghanistan,SYR,Syrian Arab Rep.,CAN,Canada,11
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,1203
2009,IRQ,Iraq,LEB,Lebanon,USA,United States of America,2301
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,254
2009,SOM,Somalia,LEB,Lebanon,CAN,Canada,3
2009,IRQ,Iraq,KUW,Kuwait,GBR,United Kingdom of Great Britain and Northern Ireland,2
2009,ERT,Eritrea,ARE,Egypt,NLD,Netherlands,2
2009,SOM,Somalia,ARE,Egypt,CAN,Canada,23
2009,ERT,Eritrea,LBY,Libya,CAN,Canada,18
2009,All others,All others,All others,All others,AUS,Australia,1774
2009,ERT,Eritrea,LBY,Libya,USA,United States of America,129
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,NZL,New Zealand,5
2009,ERT,Eritrea,ARE,Egypt,FIN,Finland,2
2009,SUD,Sudan,LEB,Lebanon,SWE,Sweden,3
2009,SOM,Somalia,YEM,Yemen,USA,United States of America,417
2009,SUD,Sudan,UAE,United Arab Emirates,USA,United States of America,1
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,AUS,Australia,1
2009,IRQ,Iraq,LEB,Lebanon,DNK,Denmark,9
2009,IRQ,Iraq,LBY,Libya,NOR,Norway,4
2009,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,USA,United States of America,30
2009,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,262
2009,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,12
2009,COD,Dem. Rep. of the Congo,SYR,Syrian Arab Rep.,SWE,Sweden,1
2009,SUD,Sudan,SYR,Syrian Arab Rep.,FIN,Finland,1
2009,All others,All others,All others,All others,BEL,Belgium,5
2009,SOM,Somalia,SYR,Syrian Arab Rep.,NLD,Netherlands,1
2009,IRQ,Iraq,OMN,Oman,USA,United States of America,19
2009,SOM,Somalia,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,8
2009,IRQ,Iraq,QAT,Qatar,USA,United States of America,13
